time,open,high,low,close,volume
2024-09-04 21:00:00+00:00,58011.0,58391.0,55769.6,56088.2,232747
2024-09-05 21:00:00+00:00,56050.0,57004.6,52636.2,52856.3,299456
2024-09-08 21:00:00+00:00,54380.5,57198.4,54319.7,56995.8,300616
2024-09-09 21:00:00+00:00,57065.0,58086.8,56388.1,57606.3,246353
2024-09-10 21:00:00+00:00,57597.0,57999.0,55547.2,57491.6,275568
2024-09-11 21:00:00+00:00,57548.0,58596.7,57223.4,58189.4,221071
2024-09-12 21:00:00+00:00,58165.5,60033.2,57624.4,59941.5,191479
2024-09-15 21:00:00+00:00,59589.0,59717.4,57458.0,57652.7,272216
2024-09-16 21:00:00+00:00,57783.5,61370.6,57623.9,60166.0,262328
2024-09-17 21:00:00+00:00,60185.5,61355.8,59184.2,60221.8,273782
2024-09-18 21:00:00+00:00,60286.5,63885.4,60177.5,63061.9,327442
2024-09-19 21:00:00+00:00,62979.0,64150.6,62340.8,62840.8,282319
2024-09-22 21:00:00+00:00,63290.5,64739.4,62367.1,63336.6,256792
2024-09-23 21:00:00+00:00,63339.0,64619.4,62712.4,64224.1,283956
2024-09-24 21:00:00+00:00,64278.0,64834.8,62996.1,63512.9,242712
2024-09-25 21:00:00+00:00,63420.0,65861.2,62655.6,64738.0,258441
2024-09-26 21:00:00+00:00,64727.0,66515.2,64726.5,65820.0,250825
2024-09-29 21:00:00+00:00,65872.5,65985.5,63033.7,63803.9,192725
2024-09-30 21:00:00+00:00,63763.0,64133.0,60135.4,60712.6,253694
2024-10-01 21:00:00+00:00,60905.5,62393.1,59970.7,60897.4,288541
2024-10-02 21:00:00+00:00,60844.5,61482.4,59831.2,60775.2,313309
2024-10-03 21:00:00+00:00,60640.0,62481.2,60456.4,62445.8,209687
2024-10-06 21:00:00+00:00,62651.0,64458.3,62293.2,62977.1,234636
2024-10-07 21:00:00+00:00,63107.5,63362.4,61816.9,62309.8,212884
2024-10-08 21:00:00+00:00,62325.0,62520.7,60249.4,60492.6,194856
2024-10-09 21:00:00+00:00,60536.0,61263.6,58860.8,59687.2,216179
2024-10-10 21:00:00+00:00,59646.5,63411.2,59626.8,63017.6,169498
2024-10-13 21:00:00+00:00,62749.0,66283.8,62424.4,65893.6,247674
2024-10-14 21:00:00+00:00,65865.5,67960.4,64741.1,66541.2,325843
2024-10-15 21:00:00+00:00,66531.0,68420.4,66115.9,67660.7,320921
2024-10-16 21:00:00+00:00,67632.5,67930.9,66641.6,66934.4,207478
2024-10-17 21:00:00+00:00,66944.5,69040.0,66933.7,68405.3,165895
2024-10-20 21:00:00+00:00,68750.0,69532.6,66796.6,67720.6,230135
2024-10-21 21:00:00+00:00,67755.5,67909.0,66537.0,67521.8,209045
2024-10-22 21:00:00+00:00,67433.5,67830.4,65132.2,66617.3,213366
2024-10-23 21:00:00+00:00,66479.5,68285.2,66282.2,68123.6,225175
2024-10-24 21:00:00+00:00,68190.5,68811.4,65816.3,66717.2,234598
2024-10-27 21:00:00+00:00,67671.5,69893.8,67557.2,69578.8,243513
2024-10-28 21:00:00+00:00,69639.0,73629.6,69482.8,72334.0,289538
2024-10-29 21:00:00+00:00,72338.0,72971.8,71401.8,72783.8,275431
2024-10-30 21:00:00+00:00,72926.5,72926.5,69506.0,69823.6,322368
2024-10-31 21:00:00+00:00,69881.0,71613.9,68721.0,69182.9,325287
2024-11-03 22:00:00+00:00,69171.5,69484.6,66778.8,67031.6,309662
2024-11-04 22:00:00+00:00,67366.0,70557.0,67299.3,69082.4,315759
2024-11-05 22:00:00+00:00,69204.5,76529.0,68883.0,75992.9,484049
2024-11-06 22:00:00+00:00,76055.5,76973.5,74486.2,75961.4,348270
2024-11-07 22:00:00+00:00,75979.5,77314.2,75551.3,76551.6,290096
2024-11-10 22:00:00+00:00,79941.0,88524.1,79917.5,87946.5,530565
2024-11-11 22:00:00+00:00,87933.5,90088.7,85157.2,88291.4,600804
2024-11-12 22:00:00+00:00,88246.5,93547.6,86293.8,88724.5,598474
2024-11-13 22:00:00+00:00,89118.5,91875.4,87030.8,88279.9,573091
2024-11-14 22:00:00+00:00,88230.5,91904.4,86607.6,91685.4,528320
2024-11-17 22:00:00+00:00,88760.5,92698.6,88737.4,91273.3,515967
2024-11-18 22:00:00+00:00,91258.0,94093.2,90289.4,92390.1,486947
2024-11-19 22:00:00+00:00,92334.5,94963.3,91470.3,94525.9,383111
2024-11-20 22:00:00+00:00,94466.5,99099.8,93869.3,98129.1,390708
2024-11-21 22:00:00+00:00,98049.0,99817.5,97228.7,99421.5,360089
2024-11-24 22:00:00+00:00,97092.0,99048.0,93540.2,93589.2,474076
2024-11-25 22:00:00+00:00,93717.5,95086.0,90740.5,91803.3,470633
2024-11-26 22:00:00+00:00,91957.0,97457.9,91546.5,96376.0,509555
2024-11-27 22:00:00+00:00,96479.0,96715.6,94675.9,95150.7,348702
