time,open,high,low,close,volume
2026-01-23 11:00:00+00:00,1.17347,1.17406,1.17308,1.17374,5012
2026-01-23 12:00:00+00:00,1.17374,1.17444,1.17365,1.17424,4201
2026-01-23 13:00:00+00:00,1.17425,1.17473,1.17328,1.17341,4796
2026-01-23 14:00:00+00:00,1.17342,1.17482,1.17319,1.17463,6322
2026-01-23 15:00:00+00:00,1.17462,1.17616,1.17459,1.17582,7264
2026-01-23 16:00:00+00:00,1.17583,1.17753,1.17464,1.17706,9082
2026-01-23 17:00:00+00:00,1.17706,1.1799,1.1769,1.17944,14048
2026-01-23 18:00:00+00:00,1.17944,1.17957,1.17772,1.17922,9120
2026-01-23 19:00:00+00:00,1.17922,1.1815,1.17916,1.18117,7439
2026-01-23 20:00:00+00:00,1.18118,1.18264,1.18101,1.18214,6307
2026-01-23 21:00:00+00:00,1.18214,1.18339,1.18211,1.18277,4015
2026-01-25 22:00:00+00:00,1.18635,1.18931,1.1851,1.189,3160
2026-01-25 23:00:00+00:00,1.18896,1.18977,1.18544,1.18604,8807
2026-01-26 00:00:00+00:00,1.18603,1.18632,1.18444,1.18612,10743
2026-01-26 01:00:00+00:00,1.18613,1.18692,1.18548,1.18578,11024
2026-01-26 02:00:00+00:00,1.18578,1.18766,1.18558,1.18676,8785
